movie_id,title,genres,year,tmdb_id,imdb_id,overview,tagline,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,keywords,cast,director
1612,"Kiss Me, Guido (1997)",Comedy,1997,32519,tt0119465,"When he discovers his girlfriend having sex with his brother, Frankie (Scotti) decides to head to Manhattan, leaving his Bronx pizza shop forever for the fame and fortune of show business. But before stardom, he needs a place to stay. Looking in the personals, he notices GWM. And thinking it ""Guy with Money,"" he heads to the Village and the apartment of gay actor Warren (Barrile), who's in desperate need of this month's rent.",,4.4,10.0,6.1,2019.0,gay independent film unlikely friendship italian stereotype odd couple,NickScotti AnthonyBarrile AnthonyDeSando ,TonyVitale
1613,Star Maps (1997),Drama,1997,108401,tt0120197,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood.",In Hollywood every dream has a price.,5.3,3.0,5.6,1005.0,,DouglasSpain EfrainFigueroa KandeyceJorden MarthaVelez ,MiguelArteta
1614,In & Out (1997),Comedy,1997,10806,tt0119360,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,An out-and-out comedy.,6.3,181.0,6.4,41254.0,gay homophobia coming out lgbt,KevinKline JoanCusack TomSelleck MattDillon ,FrankOz
1615,"Edge, The (1997)",Adventure|Drama,1997,9433,tt0119051,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.","They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",6.8,359.0,6.9,72636.0,photographer grizzly bear wilderness airplane supermodel emergency landing suspense survival bear animal horror,AlecBaldwin AnthonyHopkins ElleMacpherson HaroldPerrineau ,LeeTamahori
1616,"Peacemaker, The (1997)",Action|Thriller|War,1997,6623,tt0119874,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",How do you get the world's attention?,5.8,263.0,6.0,57792.0,helicopter terrorist nuclear missile bridge train crash train woman director,GeorgeClooney NicoleKidman MarcelIureș GoranVisnjic ,MimiLeder
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,1997,2118,tt0119488,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,Everything is suspect... Everyone is for sale... And nothing is what it seems.,7.7,1340.0,8.3,568165.0,corruption detective shotgun morgue f word domestic violence corpse crime district attorney bandage movie star man with glasses knife in thigh good cop bad cop switchblade call girl 1950s falsifying,KevinSpacey GuyPearce DannyDeVito JamesCromwell ,CurtisHanson
1619,Seven Years in Tibet (1997),Adventure|Drama|War,1997,978,tt0120102,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",At the end of the world his real journey began.,7.0,644.0,7.1,140563.0,buddhism himalaya austria mountain buddhist monk world war ii prisoners of war monsoon tibet dalai lama mountaineer lhasa wedding,BradPitt JamyangJamtshoWangchuk DavidThewlis BDWong ,Jean-JacquesAnnaud
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,1997,9437,tt0119468,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",Smart Girls. Pretty Girls. Missing Girls.,6.2,353.0,6.6,72308.0,washington d.c. covered investigation investigation north carolina missing person,MorganFreeman AshleyJudd CaryElwes AlexMcArthur ,GaryFleder
1621,Soul Food (1997),Drama,1997,29461,tt0120169,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings. Michael Beach, Mekhi P",There's Plenty For Everyone!,6.6,19.0,7.0,8028.0,sister family relationships unity,VivicaA.Fox NiaLong MichaelBeach MekhiPhifer ,"GeorgeTillman,Jr."
1623,Wishmaster (1997),Horror,1997,10351,tt0120524,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",Be careful what you wish for.,5.6,114.0,5.8,23026.0,fire menace wish djinn violence,AndrewDivoff TammyLauren RobertEnglund ChrisLemmon ,RobertKurtzman
1624,"Thousand Acres, A (1997)",Drama,1997,66588,tt0120323,"A THOUSAND ACRES is a drama about an American family who meets with tragedy on their land. It is the story of a father, his daughters, and their husbands, and their passion to subdue the history of their land and its stories.",Best friends. Bitter rivals. Sisters.,5.7,11.0,6.0,5488.0,tragedy family woman director,MichellePfeiffer JessicaLange JasonRobards JenniferJasonLeigh ,JocelynMoorhouse
1625,"Game, The (1997)",Drama|Mystery|Thriller,1997,2649,tt0119174,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",What do you get for the man who has everything?,7.5,1556.0,7.8,381123.0,brother brother relationship birthday danger of life birthday party surprising,MichaelDouglas SeanPenn DeborahKaraUnger JamesRebhorn ,DavidFincher
1626,Fire Down Below (1997),Action|Drama|Thriller,1997,14289,tt0119123,"Martial arts star Steven Seagal stars in this action drama as Jack Taggart, an undercover agent working for the Environmental Protection Agency. When an EPA representative is murdered in a small Appalachian community, Taggart is sent in -- posing as a handyman working with a Christian relief agency -- to find out what happened.",One Man. One Secret. One Chance in Hell.,5.0,91.0,5.1,17807.0,sheriff toxic church,StevenSeagal MargHelgenberger StephenLang BradHunt ,FélixEnríquezAlcalá
1627,U Turn (1997),Crime|Drama|Mystery,1997,10155,tt0120399,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",Expect the Unexpected.,6.5,185.0,6.7,51713.0,car breakdown wilderness kiss gambling debts car garage,SeanPenn NickNolte JenniferLopez JoaquinPhoenix ,OliverStone
1629,"MatchMaker, The (1997)",Comedy|Romance,1997,20457,tt0119632,"Marcy, a worker in the reelection campaign of bumbling Senator John McGlory, is sent to Ireland on a quest to find the Irish ancestry of Sen. McGlory, to help him win the Irish vote. But when Marcy arrives in the small village of Ballinagra, she finds herself in the middle of a matchmaking festival, and the local matchmaker is determined to pair her off with one of the local bachelors.",A comedy for the incurably unromantic.,6.1,18.0,6.5,5635.0,irish-american election campaign make a match,JaneaneGarofalo DavidO'Hara DenisLeary MiloO'Shea ,MarkJoffe
1631,"Assignment, The (1997)",Action|Thriller,1997,18355,tt0118647,"Jack Shaw (DONALD SUTHERLAND) has experienced the terror first-hand. He's a top CIA agent who's tracked international killer-for-hire Carlos ""The Jackal"" Sanchez for over twenty years and barely survived Carlos' devastating bombing of a Parisian cafe. Now, he finally gets a break when he discovers Carlos' dead ringer: American naval officer and dedicated family man Annibal Ramirez (AIDAN QUINN).",,6.6,41.0,6.8,9368.0,terrorist naval officer,AidanQuinn DonaldSutherland BenKingsley ClaudiaFerri ,ChristianDuguay
1633,Ulee's Gold (1997),Drama,1997,55306,tt0120402,An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.,,6.5,19.0,7.0,7147.0,father son relationship florida stolen money dysfunctional family independent film stabbing bank robbery father-in-law daughter-in-law relationship beekeeper orlando florida,PeterFonda PatriciaRichardson ChristineDunford TomWood ,VictorNunez
1635,"Ice Storm, The (1997)",Drama,1997,68924,tt0119349,"In the weekend after thanksgiving 1973 the Hoods are skidding out of control. Benjamin Hood reels from drink to drink, trying not to think about his trouble at the office. His wife, Elena, is reading self help books and losing patience with her husband's lies. Their son, Paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. Young, budding nymphomaniac, Wendy Hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. Then an ice storm hits, the worst in a century.","It was 1973, and the climate was changing.",6.9,181.0,7.4,55793.0,based on novel 1970s thanksgiving dysfunctional family independent film,KevinKline JoanAllen SigourneyWeaver HenryCzerny ,AngLee
1639,Chasing Amy (1997),Comedy|Drama|Romance,1997,2255,tt0118842,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",It's not who you love. It's how.,6.7,441.0,7.2,136707.0,new jersey coming out love of one's life bisexuality menage a trois comic book comic-strip artist independent film lesbian best friend,BenAffleck JoeyLaurenAdams JasonLee DwightEwell ,KevinSmith
1641,"Full Monty, The (1997)",Comedy|Drama,1997,9427,tt0119164,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",The year's most revealing comedy.,6.9,372.0,7.2,104889.0,suicide attempt striptease steel worker repossession male stripper,RobertCarlyle MarkAddy WilliamSnape SteveHuison ,PeterCattaneo
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,1996,172545,tt0116631,"A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.",Love is the ultimate kick,0.0,1.0,6.5,825.0,independent film gay interest gay man woman director,JasonFlemyng AntonySher DorothyTutin AnthonyHiggins ,NancyMeckler
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,1997,17589,tt0119280,"Queen Victoria is deeply depressed after the death of her husband, disappearing from public. Her servant Brown, who adores her, through caress and admiration brings her back to life, but that relationship creates scandalous situation and is likely to lead to monarchy crisis.",Loyalty without question. Friendship without equal.,6.6,45.0,7.2,14313.0,england assassination queen prince widow victorian england royalty independent film,JudiDench BillyConnolly GeoffreyPalmer AntonySher ,JohnMadden
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,1997,3597,tt0119345,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""","If you're going to bury the truth, make sure it stays buried.",5.6,698.0,5.8,143224.0,secret blackmail fisherman police high school cover-up friends revenge murder pageant slasher teenager killer,JenniferLoveHewitt SarahMichelleGellar RyanPhillippe FreddiePrinzeJr. ,JimGillespie
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,1997,1813,tt0118971,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,Evil has its winning ways.,7.2,1414.0,7.5,359598.0,"child abuse southern usa obsession subway nudity bible seduction hallucination ambition devil's son marriage crisis pact with the devil crooked lawyer evil spirit satan religion lust courtroom temptation law firm manhattan, new york city seven deadly sins ethics gainesville florida",KeanuReeves AlPacino CharlizeTheron JeffreyJones ,TaylorHackford
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,1997,36797,tt0120029,"Fred Z. Randall is geeky and obnoxious spacecraft designer, who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there.",He's just taking up space!,5.4,36.0,5.9,9611.0,astronaut chimpanzee,HarlandWilliams JessicaLundy WilliamSadler BeauBridges ,StuartGillard
1647,Playing God (1997),Crime|Drama|Thriller,1997,12628,tt0119906,"Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.",Joining this deadly underworld was easy. But getting out...deadly!,5.6,26.0,5.6,7622.0,fbi gang war surgeon beautiful woman los angeles drug drug addict,DavidDuchovny TimothyHutton AngelinaJolie MichaelMassee ,AndyWilson
1648,"House of Yes, The (1997)",Comedy|Drama,1997,33344,tt0119324,"Jackie-O is anxiously awaiting the visit of her brother home for Thanksgiving, but isn't expecting him to bring a friend. She's even more shocked to learn that this friend is his fiance. It soon becomes clear that Jackie Kennedy's obsession is nothing compared to her obsession with her brother, as it also becomes clear she isn't the only member of the family with problems..",,6.3,30.0,6.6,8132.0,white house john f. kennedy based on play or musical independent film family relationships incest mental illness,ParkerPosey JoshHamilton ToriSpelling FreddiePrinzeJr. ,MarkWaters
1649,"Fast, Cheap & Out of Control (1997)",Documentary,1997,25099,tt0119107,"Hilarious, sad, absurd, eerie and beautiful, ""FAST, CHEAP &amp; OUT OF CONTROL"" is a film like no other. Starting as a darkly funny contemplation of the Sisyphus-like nature of human striving, it ultimately becomes a profoundly moving meditation on the very nature of existence.",,8.3,8.0,7.1,3817.0,circus lion eccentric robot,DaveHoover GeorgeMendonça RaymondA.Mendez RodneyBrooks ,ErrolMorris
1650,Washington Square (1997),Drama,1997,45019,tt0120481,"Set in 1870's New York, a spinster heiress is courted by a much younger, penniless man, much to the chagrin of her over-protective father, and must decide whether to spend the rest of her life alone, or marry a man who is interested in her only because of her inheritence.",She must choose between her father's fortune... Or the man she loves.,7.4,5.0,6.7,3420.0,woman director,JenniferJasonLeigh AlbertFinney MaggieSmith BenChaplin ,AgnieszkaHolland
1652,Year of the Horse (1997),Documentary,1997,62422,tt0120539,"Indie director Jim Jarmusch lenses a low-tech tribute to protean rocker Neil Young and his long-standing band, Crazy Horse. Stitched together from archival material shot in 1976 and 1986 along with candid scenes of Young and the band kicking back between shows, this rockumentary is as ragged as it is direct. Concert performances include renditions of hits such as ""Sedan Delivery"" and ""Like a Hurricane.""",,3.8,3.0,6.6,1879.0,interview tribute rock music rock band neil young concert film,NeilYoung FrankSampedo BillyTalbot RalphMolina ,JimJarmusch
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,1997,782,tt0119177,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",There is no gene for the human spirit.,7.5,1846.0,7.8,296635.0,paraplegic suicide attempt cheating dna spaceman new identity heart disease false identity blood sample biotechnology space mission dystopia investigation genetics hostility exercise eugenics dystopic future,EthanHawke JudeLaw GoreVidal ,AndrewNiccol
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,1997,29911,tt0119095,"Two children in 1917 take a photograph, believed by some to be the first scientific evidence of the existence of fairies. Based on a true story",Believe.,6.2,25.0,6.5,5934.0,fairy fairy tale,MelGibson HarveyKeitel PeterO'Toole BillNighy ,CharlesSturridge
1655,Phantoms (1998),Drama|Horror|Thriller,1998,9827,tt0119891,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",For centuries they told us the terror would come from above. We've been looking the wrong way.,5.2,110.0,5.4,20805.0,"sheriff rural setting los angeles u.s. soldier alternate life form snowfield, co deputies fear of dying",BenAffleck PeterO'Toole RoseMcGowan JoannaGoing ,JoeChappelle
1656,Swept from the Sea (1997),Drama|Romance,1997,1959,tt0120257,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.",,6.5,12.0,6.7,3428.0,underdog sea wales ukraine strangeness shipwreck loss of husband doctor xenophobia woman director strange person,RachelWeisz VincentPérez IanMcKellen KathyBates ,BeebanKidron
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,1997,8067,tt0119535,"A couple of angels, O'Reilly and Jackson, are sent to Earth to make sure that their next supervised love-connection succeeds. They follow Celine, a spoiled rich girl who has just accidentally shot a suitor and, due to a misunderstanding, is kidnapped by janitor Robert. Although Celine quickly frees herself, she stays with Robert for thrills. O'Reilly and Jackson pursue, hoping to unite the prospective lovers.",A comedy for anyone who's ever been in danger...of falling in love.,6.2,130.0,6.3,35484.0,angel sex robbery based on novel karaoke ransom hostage kidnapping chase heaven love murder janitor blood writer robot violence,EwanMcGregor CameronDiaz HollyHunter DelroyLindo ,DannyBoyle
1659,Hurricane Streets (1997),Drama,1997,125052,tt0119338,"Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four close buddies who have a basement clubhouse; they shoplift and sell the wares to kids. One is moving toward selling drugs. Marcus wants to take a breather from the city and visit family in New Mexico. He also meets Melena, 14, a sweet kid who dreams of going to Alaska; her father is not just protective but angry and uncommunicative. The gang pressures Marcus to move up to burglary and car theft. He just wants to breathe open air. Can anything go right?",Know life. No limits.,4.8,4.0,6.3,1220.0,prison new mexico smuggling gang theft,BrendanSextonIII AntoineMcLean MtumeGant CarloAlban ,MorganJ.Freeman
1660,Eve's Bayou (1997),Drama,1997,45153,tt0119080,"The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll...",The secrets that hold us together can also tear us apart.,6.3,29.0,7.3,9903.0,sister sister relationship menstruation superstition independent film curse mother daughter relationship tavern aunt niece relationship father daughter relationship all black cast woman director,JurneeSmollett MeaganGood LynnWhitfield SamuelL.Jackson ,KasiLemmons
1661,Switchback (1997),Crime|Mystery|Thriller,1997,10871,tt0119210,FBI agent Dennis Quaid tries to catch a serial killer who kidnapped his son.,The hunter becomes the hunted.,5.8,52.0,6.4,13886.0,loss of son serial killer train,DennisQuaid DannyGlover R.LeeErmey ClaudiaStedelin ,JebStuart
1662,Gang Related (1997),Crime,1997,14398,tt0118900,"Two corrupt cops have a successful, seemingly perfect money making scheme- they sell drugs that they seize from dealers, kill the dealers, and blame the crimes on street gangs. Their scheme is going along smoothly until they kill an undercover DEA agent posing as a dealer, and then try to cover-up their crime.",Some cops play by the rules. Their own.,6.5,32.0,6.4,8925.0,detective surgeon stripper profanity murder brutality buddy,JimBelushi TupacAmaruShakur LelaRochon DennisQuaid ,JimKouf
1663,Stripes (1981),Comedy|War,1981,10890,tt0083131,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",The story of a man who wanted to keep the world safe for democracy...and meet girls.,6.5,253.0,6.8,72535.0,date ex-girlfriend u.s. army military spoof,BillMurray HaroldRamis WarrenOates P.J.Soles ,IvanReitman
1665,Bean (1997),Comedy,1997,1281,tt0118689,"Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").",One Man. One Masterpiece. One Very Big Mistake.,6.3,602.0,6.5,103126.0,paris london england california airport vault destroy museum arts and culture chaos repair clumsy fellow guard arts expert host family damage poster artwork creativity painting hospital los angeles amusement park teenage rebellion laxative,RowanAtkinson PeterMacNicol JohnMills PamelaReed ,MelSmith
1667,Mad City (1997),Action|Drama,1997,9770,tt0119592,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,One man will make a mistake. The other will make it a spectacle.,5.9,81.0,6.3,19962.0,journalist museum hostage drama independent film,JohnTravolta DustinHoffman MiaKirshner AlanAlda ,Costa-Gavras
1670,Welcome to Sarajevo (1997),Drama|War,1997,14905,tt0120490,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.","To get the story, they’ll risk everything.",6.5,22.0,6.7,7433.0,england civil war journalist sarajevo orphanage bosnian war of 1992-1995,StephenDillane WoodyHarrelson MarisaTomei GoranVisnjic ,MichaelWinterbottom
1671,Deceiver (1997),Crime|Drama|Thriller,1997,14583,tt0119527,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.",There are two sides to every lie.,6.6,16.0,6.5,6466.0,prostitute secret murder violence textile company,TimRoth MichaelRooker RenéeZellweger ChrisPenn ,JoshPate
1672,"Rainmaker, The (1997)",Drama,1997,11975,tt0119978,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.",They were totally unqualified to try the case of a lifetime... but every underdog has his day.,6.7,239.0,7.2,71520.0,jurors proof court case leukemia lawyer courtroom,MattDamon DannyDeVito JonVoight ClaireDanes ,FrancisFordCoppola
1673,Boogie Nights (1997),Drama,1997,4995,tt0118749,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.","The life of a dreamer, the days of a business, and the nights in between.",7.5,812.0,7.9,257919.0,pornography sex porn actor pornographic video from rags to riches drug porn industry gay lead character,MarkWahlberg BurtReynolds JohnC.Reilly JulianneMoore ,PaulThomasAnderson
1674,Witness (1985),Drama|Romance|Thriller,1985,9281,tt0090329,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",A big city cop. A small country boy. They have nothing in common... but a murder.,7.0,390.0,7.4,93010.0,"corruption detective police brutality amish suspense barn raising lancaster, pa",HarrisonFord KellyMcGillis JosefSommer LukasHaas ,PeterWeir
1675,Incognito (1997),Crime|Thriller,1997,45928,tt0119365,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.",Harry Donovan is a master in the art of deception... trapped in a lie so perfect even the truth can't save him.,6.3,7.0,6.4,3735.0,rembrandt suspense art forger,JasonPatric IrèneJacob IanRichardson RodSteiger ,JohnBadham
1676,Starship Troopers (1997),Action|Sci-Fi,1997,563,tt0120201,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",The only good bug is a dead bug.,6.7,1584.0,7.3,287356.0,moon asteroid space marine intelligence buenos aires space battle dystopia army satire spaceship soldier drill instructor military,CasperVanDien DinaMeyer DeniseRichards JakeBusey ,PaulVerhoeven
1677,Critical Care (1997),Comedy|Drama,1997,61337,tt0118901,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",,6.1,9.0,5.9,2072.0,nun satire hospital half sister,JamesSpader KyraSedgwick HelenMirren AlbertBrooks ,SidneyLumet
1678,"Joy Luck Club, The (1993)",Drama|Romance,1993,19931,tt0107282,"Through a series of flashbacks, four young chinese women born in America and their respective mothers born in feudal China, explore their past. This search will help them understand their difficult mother/daughter relationship.",Between every mother and daughter there is a story that must be told.,7.1,34.0,7.7,16354.0,based on novel mother daughter relationship chinese family chinese american,Ming-NaWen LaurenTom TamlynTomita RosalindChao ,WayneWang
1679,Chairman of the Board (1998),Comedy,1998,31535,tt0118836,A surfer becomes the head of a major company.,Work sucks!,2.7,13.0,2.3,6234.0,inventor invention scandal,Scott'CarrotTop'Thompson CourtneyThorne-Smith LarryMiller JackWarden ,AlexZamm
1680,Sliding Doors (1998),Drama|Romance,1998,10215,tt0120148,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",What if one split second sent your life in two completely different directions?.,6.6,363.0,6.7,66341.0,double life commercial fantasy chance marketing time travel in flagranti ambiguous ending alternative reality,GwynethPaltrow JohnHannah JohnLynch JeanneTripplehorn ,PeterHowitt
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,1997,9823,tt0119707,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.","The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",3.8,225.0,3.6,54043.0,martial arts authority tournament battle fighting based on video game hand to hand combat,RobinShou TalisaSoto JamesRemar SandraHess ,JohnR.Leonetti
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,1998,37165,tt0120382,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",On the air. Unaware.,7.8,4702.0,8.2,1026834.0,claustrophobia hidden camera dystopia reality show make believe pretend,JimCarrey LauraLinney NoahEmmerich NataschaMcElhone ,PeterWeir
1683,"Wings of the Dove, The (1997)",Drama|Romance,1997,45609,tt0120520,"Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.",A couple with everything but money. An heiress with everything but love. A temptation no one could resist.,6.9,34.0,7.1,12253.0,independent film british high society privileged life,HelenaBonhamCarter AlisonElliott ElizabethMcGovern ,IainSoftley
1684,Mrs. Dalloway (1997),Drama|Romance,1997,38904,tt0119723,"As society hostess Clarissa Dalloway prepares for another of her legendary parties, she finds herself haunted by figures and scenes from her passionate adolescence.",,5.4,7.0,6.5,3874.0,female nudity flower impalement woman director,VanessaRedgrave NataschaMcElhone MichaelKitchen AlanCox ,MarleenGorris
1685,"I Love You, I Love You Not (1996)",Drama|Romance,1996,45565,tt0116592,School student and her European-born grandmother share sad stories of their lives.,,5.0,10.0,5.3,2803.0,,ClaireDanes JudeLaw JeanneMoreau ,BillyHopkins
